phenocode	phenostring	category	pval	beta	maf	maf_case	maf_control	n_case	n_control
L12_INFECT_SKIN	Infections of the skin and subcutaneous tissue	Diseases of the skin and subcutaneous tissue (L12_)	0.458202	0.0124923	0.114848	0.116435	0.114758	18489	324010
AB1_SEQULEAE_OF_INFECTIONS_AND_PARASITES	Sequelae of infectious and parasitic diseases	Certain infectious and parasitic diseases (AB1_)	0.458612	0.0353307	0.114848	0.118481	0.114825	2190	340309
CD2_BENIGN_EYE	Benign neoplasm of eye and adnexa	Neoplasms from hospital discharges (CD2_)	0.458889	-0.0349993	0.114848	0.111197	0.114872	2233	340266
O15_ABORT_FAILED	Failed attempted abortion	Pregnancy, childbirth and the puerperium (O15_)	0.458899	0.0953798	0.11442	0.12657	0.114394	296	135962
ABPA	Allergic bronchopulmonary aspergillosis (ABPA)	COPD and related endpoints	0.459087	0.181189	0.114815	0.139098	0.1148	83	133128
K11_PERITON	Diseases of peritoneum	Diseases of the digestive system (K11_)	0.459509	0.0313452	0.114848	0.117606	0.114826	2792	339707
L12_FACTITIALDERMAT	Factitial dermatitis	Diseases of the skin and subcutaneous tissue (L12_)	0.459735	0.147743	0.114769	0.126061	0.114764	127	321903
AB1_AMOEBIASIS	Amoebiasis	Certain infectious and parasitic diseases (AB1_)	0.45975	-0.140126	0.114577	0.101975	0.114583	136	305879
D3_ANAEMIAINCHRONICDISEASE	Anaemia in chronic diseases classified elsewhere	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	0.460974	0.0750908	0.114671	0.122348	0.11466	478	329526
M13_SPONDYLOPATHYNAS	Other specified/unspecified spondylopathies	Diseases of the musculoskeletal system and connective tissue (M13_)	0.461521	0.0664851	0.115045	0.121722	0.115029	612	248831
M13_BURSITISHIPOTH	Other bursitis of hip	Diseases of the musculoskeletal system and connective tissue (M13_)	0.463119	-0.0778863	0.114873	0.106542	0.114888	440	253122
L12_PILONIDALCYST	Pilonidal cyst	Diseases of the skin and subcutaneous tissue (L12_)	0.463943	0.0333738	0.114786	0.118607	0.114758	2414	324010
CD2_MULTIPLE_MYELOMA_PLASMA_CELL_EXALLC	Multiple myeloma and malignant plasma cell neoplasms	Neoplasms from hospital discharges (CD2_)	0.464124	-0.0493867	0.115555	0.111524	0.115571	1085	271463
L12_PYODERMA	Pyoderma	Diseases of the skin and subcutaneous tissue (L12_)	0.464322	0.0751824	0.114767	0.121159	0.114758	474	324010
CD2_BENIGN_ENDOCRINE_NOS	Benign neoplasm: Endocrine gland, other/unspecified	Neoplasms from hospital discharges (CD2_)	0.464744	0.177307	0.114848	0.133754	0.114844	84	342415
M13_PYOGARTH	Pyogenic arthritis	Diseases of the musculoskeletal system and connective tissue (M13_)	0.465424	0.0384507	0.11468	0.118834	0.114646	1803	221323
E4_CARCISDR	Carcinoid syndrome	Endocrine, nutritional and metabolic diseases (E4_)	0.465738	-0.104521	0.114894	0.10566	0.114901	238	329091
Q17_OTHER_CONGEN_MALFO_KIDNEY	Other congenital malformations of kidney	Congenital malformations, deformations and chromosomal abnormalities (Q17)	0.465795	-0.173257	0.114848	0.0988372	0.114852	86	341081
M13_CHRONSYNOVITISHANDWRIST	Chronic crepitant synovitis/bursitis of hand and wrist/periarthritis of wrist	Diseases of the musculoskeletal system and connective tissue (M13_)	0.46597	0.0895866	0.1149	0.124115	0.114888	328	253122
ACUTE_DRUGADVERS_INTERSTITIAL_LUNG_DISORD	Acute drug-induced interstitial lung disorder	Diseases of the respiratory system (J10_)	0.467109	-0.121313	0.114848	0.102913	0.114855	177	342322
M13_GANGLION	Ganglion	Diseases of the musculoskeletal system and connective tissue (M13_)	0.467194	-0.0203886	0.114841	0.113002	0.114888	6491	253122
M13_LIMBLENGTH	Unequal limb length (acquired)	Diseases of the musculoskeletal system and connective tissue (M13_)	0.467931	0.111275	0.114658	0.127404	0.114646	208	221323
C3_RENAL_PELVIS_EXALLC	Malignant neoplasm of renal pelvis	Neoplasms, from cancer register (ICD-O-3)	0.468359	0.145306	0.115558	0.134322	0.11555	119	259583
H7_VITROPACIT	Other vitreous opacities	Diseases of the eye and adnexa (H7_)	0.468428	0.0553263	0.114888	0.119521	0.114876	857	329013
M13_ILIOTIBBAND	Iliotibial band syndrome	Diseases of the musculoskeletal system and connective tissue (M13_)	0.469715	0.105961	0.115038	0.124763	0.115029	232	248831
G6_HEADACHE	Other headache syndromes	Diseases of the nervous system (G6_)	0.469792	-0.0140768	0.114867	0.112754	0.114978	13926	264662
IPF	Idiopathic pulmonary fibrosis	Interstitial lung disease endpoints	0.46999	0.0381154	0.114862	0.117944	0.114845	1812	338784
I9_PERICAOTH	Other diseases of pericardium	Diseases of the circulatory system (I9_)	0.47024	-0.0520024	0.114996	0.109394	0.115019	966	237263
M13_SYNOHYPERTROPH	Synovial hypertrophy, not elsewhere classified	Diseases of the musculoskeletal system and connective tissue (M13_)	0.470295	-0.102014	0.114877	0.104	0.114888	250	253122
M13_HTROMBMICROANG	Thrombotic microangiopathy	Diseases of the musculoskeletal system and connective tissue (M13_)	0.471052	0.131428	0.114604	0.127793	0.114598	149	332115
LOCALIZED_SKIN_ERUPT_DRUGS_MEDICAM	Localized skin eruption due to drugs and medicaments	Diseases of the skin and subcutaneous tissue (L12_)	0.471495	-0.102366	0.114848	0.104082	0.114856	245	342254
O15_HAEMORRH_EARLY_PREG	Haemorrhage in early pregnancy	Pregnancy, childbirth and the puerperium (O15_)	0.471711	-0.0180585	0.114531	0.112092	0.114656	8362	163702
Q17_CONGEN_MALFO_BREAST	Congenital malformations of breast	Congenital malformations, deformations and chromosomal abnormalities (Q17)	0.471756	-0.0837538	0.114804	0.106294	0.114813	367	340224
E4_HYPOPIT	Hypopituitarism	Endocrine, nutritional and metabolic diseases (E4_)	0.471995	-0.039577	0.114883	0.11124	0.114901	1643	329091
ULCERENTER	Ulcerative enterocolitis	Gastrointestinal endpoints	0.473117	-0.055465	0.114808	0.110433	0.114819	823	327263
M13_HALLUDEFORMOTH	Other deformity of hallux (acquired)	Diseases of the musculoskeletal system and connective tissue (M13_)	0.473307	-0.11228	0.114638	0.105528	0.114646	199	221323
N14_OTHBLADD	Other disorders of  bladder	Diseases of the genitourinary system (N14_)	0.473436	0.0292675	0.114966	0.117781	0.114938	3016	299449
Q17_CONGEN_MUSCULOS_DEFORMITI_HEAD_FACE_SPINE_CHEST	Congenital musculoskeletal deformities of head, face, spine and chest	Congenital malformations, deformations and chromosomal abnormalities (Q17)	0.473472	-0.0927311	0.114862	0.10787	0.114868	291	340190
K11_PERIODON_CHRON	Chronic periodontitis	Diseases of the digestive system (K11_)	0.474024	0.0258762	0.114356	0.11834	0.114293	3837	242518
I9_RHEUVALV	Rheumatic valve diseases	Diseases of the circulatory system (I9_)	0.474773	-0.0625675	0.114849	0.108063	0.114862	651	341593
O15_ANTEPART_HAEM_NAS	Antepartum haemorrhage, not elsewhere classified	Pregnancy, childbirth and the puerperium (O15_)	0.474794	-0.0346773	0.114833	0.111575	0.114878	2148	154102
F5_DEPRESSIO	Depression	Mental and behavioural disorders (F5_)	0.475256	-0.00892893	0.114887	0.113617	0.115049	38225	299886
K11_TOXLIV	Toxic liver disease	Diseases of the digestive system (K11_)	0.475363	0.0855116	0.114801	0.12395	0.114792	345	332951
F5_DELIRIUM	Delirium, not induced by alcohol and other psychoactive substances	Mental and behavioural disorders (F5_)	0.475889	-0.0315425	0.114818	0.110832	0.11485	2612	325306
CD2_BENIGN_LEIOMYOMA_UTERI	Leiomyoma of uterus	Neoplasms from hospital discharges (CD2_)	0.476033	-0.0105998	0.114492	0.114139	0.114553	28365	162514
H7_CONVERSTRAB	Convergent concomitant strabismus	Diseases of the eye and adnexa (H7_)	0.476068	-0.0405844	0.114895	0.111204	0.114913	1534	328688
H7_CONJUNAS	Other specified and unspecified disorders of conjunctiva	Diseases of the eye and adnexa (H7_)	0.476226	-0.118211	0.115036	0.101379	0.115044	182	314307
KRA_PSY_PUERPER_EXMORE	Mental and behabioural disorders of puerperum, not classified elsewhere	Psychiatric endpoints from Katri Räikkönen	0.476958	0.105142	0.114766	0.1215	0.114753	284	141372
CD2_BENIGN_BONE_LOWER_JAW	Benign neoplasm: Lower jaw bone	Neoplasms from hospital discharges (CD2_)	0.477535	-0.155294	0.114848	0.100692	0.114853	102	342397
N14_POLYPFEMGEN	Polyp of the female genital tract	Diseases of the genitourinary system (N14_)	0.477657	-0.0152557	0.114736	0.113797	0.114854	12674	100663
E4_DMNASOTHCOMP	Unspecified diabetes with other specified complications	Endocrine, nutritional and metabolic diseases (E4_)	0.477821	0.141758	0.114338	0.128	0.114332	125	283224
H8_CERUMEN	Impacted cerumen	Diseases of the ear and mastoid process (H8_)	0.478982	0.0382942	0.114752	0.12069	0.114722	1680	333917
I9_STR_EMBOLIC_WITH_FLIMMER	Embolic stroke with flimmer	Diseases of the circulatory system (I9_)	0.479704	0.0641018	0.114968	0.121527	0.114955	607	301905
C3_MENINGES_EXALLC	Malignant neoplasm of meninges	Neoplasms, from cancer register (ICD-O-3)	0.480401	-0.0487202	0.115532	0.111107	0.11555	1043	259583
C3_OESOPHAGUS_EXALLC	Malignant neoplasm of oesophagus	Neoplasms, from cancer register (ICD-O-3)	0.480586	0.0694332	0.115569	0.125198	0.11555	503	259583
E4_HYTHYSUBS	Hypothyroidism due to medicaments and other exogenous substances	Endocrine, nutritional and metabolic diseases (E4_)	0.480645	0.106127	0.113566	0.123213	0.113559	223	292316
N14_ENDOMETRIOSIS_NOS	Unspecified/other endometriosis	Diseases of the genitourinary system (N14_)	0.481018	-0.0315338	0.114783	0.111974	0.114854	2547	100663
M13_DEFORMDORSONAS	Other specified/unspecified deforming dorsopathies	Diseases of the musculoskeletal system and connective tissue (M13_)	0.482536	0.0713305	0.11504	0.120818	0.115029	486	248831
O15_VENOUS_COMPLIC	Venous complications and haemorrhoids in the puerperium	Pregnancy, childbirth and the puerperium (O15_)	0.482646	0.0990198	0.114517	0.12263	0.114506	253	183235
Q17_ANKYLOGLOSSIA	Ankyloglossia	Congenital malformations, deformations and chromosomal abnormalities (Q17)	0.483203	-0.0884547	0.114848	0.110051	0.114853	309	342190
N14_VAGINAL_DYSPLASIA_ALL	All dysplastic lesions of the vagina	Diseases of the genitourinary system (N14_)	0.483719	0.0655139	0.114492	0.122016	0.11447	565	190314
D3_HYPERSPLENISM	Hypersplenism	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	0.483972	-0.154757	0.114803	0.1	0.114808	100	336361
RX_CODEINE_TRAMADOL	Codeine or tramadol medication	Drug purchase endpoints	0.484098	-0.00767871	0.114848	0.113971	0.114994	48844	293655
K11_ORAL_LEUCOPLACIA	Oral leukoplakia	Diseases of the digestive system (K11_)	0.484208	0.0747119	0.114848	0.123041	0.114838	434	342065
H7_RETINALDETACHBREAK	Retinal detachment with retinal break	Diseases of the eye and adnexa (H7_)	0.484479	0.0273444	0.114605	0.11749	0.114575	3296	314042
O15_MULTIP_GEST_COMPLIC	Complications specific to multiple gestation	Pregnancy, childbirth and the puerperium (O15_)	0.485409	-0.162105	0.114868	0.0978261	0.114878	92	154102
N14_VAGINAL_LSIL	LSIL lesion of the vagina	Diseases of the genitourinary system (N14_)	0.485886	0.0893166	0.114492	0.12399	0.114477	302	190577
ST19_TOXIC_EFFECT_ALCOHOL	Toxic effect of alcohol	Alcohol related diseases	0.486025	-0.0655856	0.114818	0.106657	0.114832	567	339427
J10_COLD	Acute nasopharyngitis(common cold)	Diseases of the respiratory system (J10_)	0.486211	-0.0264562	0.114646	0.111147	0.11469	3554	280956
M13_RECUDISLOCATIO	Recurrent dislocation and subluxation of joint	Diseases of the musculoskeletal system and connective tissue (M13_)	0.486507	0.0346317	0.114685	0.118963	0.114646	2011	221323
G6_HCCOMM	Communicating hydrocephalus	Diseases of the nervous system (G6_)	0.486603	0.0815909	0.11485	0.12259	0.114842	363	341117
E4_THIA_DEF	Thiamine deficiency	Endocrine, nutritional and metabolic diseases (E4_)	0.48687	0.137009	0.114862	0.131718	0.114856	125	323324
L12_ATROPHICSKIN	Atrophic disorders of skin	Diseases of the skin and subcutaneous tissue (L12_)	0.487293	0.0275993	0.114792	0.117538	0.114764	3183	321903
KRA_PSY_SLEEP_NONORG_EXMORE	Nonorganic sleeping disorders	Psychiatric endpoints from Katri Räikkönen	0.487797	-0.0249567	0.115093	0.112158	0.115144	4429	254976
H7_CORNULCER	Corneal ulcer	Diseases of the eye and adnexa (H7_)	0.491217	0.0224009	0.114674	0.116666	0.114645	4759	325475
CML	Chronic myeloid leukaemia [CML], BCR/ABL-positive	Other, not yet classified endpoints (same as #MISC)	0.491679	0.107951	0.114841	0.125568	0.114835	201	340638
I9_VTE	Venous thromboembolism	Diseases of the circulatory system (I9_)	0.491705	0.0121312	0.114848	0.116075	0.114784	17048	325451
PRIM_KNEEARTHROSIS	Primary gonarthrosis, bilateral	Rheuma endpoints	0.491957	-0.0131735	0.11464	0.113421	0.1147	14903	303156
CD2_BENIGN_CONNSOFT_THX	Benign neoplasm: Connective and other soft tissue of thorax	Neoplasms from hospital discharges (CD2_)	0.49199	-0.153433	0.114848	0.10098	0.114852	98	342401
J10_UPPERINFEC	Acute upper respiratory infections	Diseases of the respiratory system (J10_)	0.492183	0.0069575	0.114848	0.115571	0.11469	61543	280956
P16_RESPI_DISTR_NEWBO	Respiratory distress of newborn	Certain conditions originating in the perinatal period (P16_)	0.493017	0.0916749	0.11485	0.131994	0.114835	303	342004
K11_ALCOLIV	Alcoholic liver disease	Diseases of the digestive system (K11_)	0.493095	-0.0305431	0.114774	0.112387	0.114792	2513	332951
H7_CORNEALDYSTROPHY	Corneal degeneration	Diseases of the eye and adnexa (H7_)	0.49397	0.0959645	0.114653	0.124982	0.114645	251	325475
CD2_BENIGN_RECTUM	Benign neoplasm: Rectum	Neoplasms from hospital discharges (CD2_)	0.494631	0.02382	0.114848	0.117535	0.114816	4132	338367
H7_PRESBYOPIA	Presbyopia	Diseases of the eye and adnexa (H7_)	0.494997	-0.0485706	0.114894	0.108688	0.114913	991	328688
K11_APPENDOTH	Other appendicitis	Diseases of the digestive system (K11_)	0.495622	0.0319331	0.114873	0.117928	0.114851	2275	314763
K11_ABRASION	Abrasion of teeth	Diseases of the digestive system (K11_)	0.495799	-0.12829	0.114287	0.103392	0.114293	137	242518
D3_NUTRIANAEMIAOTHER	Other nutritional anaemias	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	0.495957	-0.0950383	0.114666	0.103602	0.114675	258	327922
Q17_OTHER_CONGEN_MALFO_HEART	Other congenital malformations of heart	Congenital malformations, deformations and chromosomal abnormalities (Q17)	0.496806	0.123781	0.114818	0.126667	0.114813	150	338720
D3_DEF_IIGA	Selective deficiency of immunoglobulin A [IgA]y	Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism (D3_)	0.497279	0.154386	0.114687	0.132562	0.114682	94	337121
N14_ORHCEPINDIDYMITIS	Orchitis and epididymitis	Diseases of the genitourinary system (N14_)	0.498694	-0.0314692	0.115292	0.112155	0.115359	2344	110070
N14_DISIMPAIRRENTUB	Disorders resulting from impaired renal tubular function	Diseases of the genitourinary system (N14_)	0.498744	0.054027	0.11483	0.121965	0.114813	767	339442
H8_HL_PRESBY	Presbycusis	Diseases of the ear and mastoid process (H8_)	0.500586	-0.0259696	0.114893	0.111367	0.114935	3637	302750
I9_ANGINA	Angina pectoris	Diseases of the circulatory system (I9_)	0.500656	0.0102026	0.114863	0.114487	0.114904	30670	285621
H7_XANTHELASMA	Xanthelasma of eyelid	Diseases of the eye and adnexa (H7_)	0.500815	-0.105772	0.114888	0.104225	0.114895	200	314292
E4_THYROIDITSUBAC	Subacute thyroiditis	Endocrine, nutritional and metabolic diseases (E4_)	0.500981	0.0584171	0.113566	0.116611	0.113559	681	292316
F5_DEMNAS	Unspecified dementia	Mental and behavioural disorders (F5_)	0.502037	0.0277526	0.114852	0.115013	0.11485	3240	325306
CD2_BENIGN_BONE_LONG_LOWER	Benign neoplasm: Long bones of lower limb	Neoplasms from hospital discharges (CD2_)	0.502751	0.054691	0.114848	0.120629	0.114836	743	341756
K11_OPEN_BITE_INCLAVO	Open bite	Diseases of the digestive system (K11_)	0.502905	-0.0454171	0.114848	0.110577	0.114862	1083	341416
Q17_LVOTO_NARROW	Left ventricular outflow tract obstruction, narrow definition	Congenital malformations, deformations and chromosomal abnormalities (Q17)	0.50316	0.0449382	0.114848	0.119349	0.114834	1106	341393
C3_LUNG_NONSMALL_EXALLC	Non-small cell lung cancer	Neoplasms, from cancer register (ICD-O-3)	0.503578	-0.0242584	0.115542	0.114993	0.11555	3865	259583
K11_OTHABDHER	Other and unspecified abdominal hernia	Diseases of the digestive system (K11_)	0.504009	0.0485936	0.115143	0.119493	0.115129	939	293793
I9_HYPTENSRD	Hypertensive Renal Disease	Diseases of the circulatory system (I9_)	0.504439	-0.049777	0.114659	0.109567	0.114678	910	243756
I9_RHEUFEV	Rheumatic fever incl heart disease	Diseases of the circulatory system (I9_)	0.505761	-0.0493345	0.114848	0.109687	0.114862	906	341593
M13_CRYSTALARTH	Other crystal arthropathies	Diseases of the musculoskeletal system and connective tissue (M13_)	0.506118	0.0754847	0.114662	0.123494	0.114646	385	221323
I9_PERICARD	Pericarditis	Diseases of the circulatory system (I9_)	0.506333	-0.0505606	0.114999	0.109409	0.115019	864	237263
G6_HCOBSTR	Obstructive hydrocephalus	Diseases of the nervous system (G6_)	0.506782	-0.0832511	0.114834	0.10638	0.114842	315	341117
I9_ENDOCARD	Endocarditis	Diseases of the circulatory system (I9_)	0.506809	0.0511566	0.115038	0.120289	0.115019	840	237263
G6_MITOCMY	Mitochondrial myopathy	Diseases of the nervous system (G6_)	0.507234	-0.163028	0.114888	0.0941176	0.114893	85	339462
F5_ALCOHOL_DEPENDENCE	Alcohol dependence	Mental and behavioural disorders (F5_)	0.507301	-0.0161784	0.11483	0.112404	0.114899	9086	320852
AB1_HELMINTIASES	Helminthiases	Certain infectious and parasitic diseases (AB1_)	0.507463	-0.0711745	0.114848	0.108218	0.114857	429	342070
N14_NEPHRITICNAS	Unspecified nephritic syndrome	Diseases of the genitourinary system (N14_)	0.507467	0.0646022	0.114715	0.120699	0.114706	523	337446
L12_PAPULOSQUAMOUS	Papulosquamous disorders	Diseases of the skin and subcutaneous tissue (L12_)	0.507557	0.0140037	0.114848	0.115894	0.114812	11524	330975
N14_TUBULOINTNEPHRNAS	Tubulo-interstitial nephritis, not specified as acute or chronic	Diseases of the genitourinary system (N14_)	0.508506	0.0339438	0.11467	0.118149	0.114648	1897	309095
KRA_PSY_TIC	Tic disorders	Psychiatric endpoints from Katri Räikkönen	0.509035	0.0855659	0.114848	0.124573	0.11484	293	342206
